"","Pokemon","PokedexEntry"
"1422","Graveler","Rolls down slopes to move. It rolls over any obstacle without slowing or changing its direction."
"1423","Graveler","Often seen rolling down mountain trails. Obstacles are just things to roll straight over, not avoid."
"1424","Graveler","With a free and uncaring nature, it doesn’t mind if pieces break off while it rolls down mountains."
"1425","Graveler","A slow walker, it rolls to move. It pays no attention to any object that happens to be in its path."
"1426","Graveler","It travels by rolling on mountain paths. If it gains too much speed, it stops by running into huge rocks."
"1427","Graveler","GRAVELER grows by feeding on rocks. Apparently, it prefers to eat rocks that are covered in moss. This POKéMON eats its way through a ton of rocks on a daily basis."
"1428","Graveler","Rocks are GRAVELER’s favorite food. This POKéMON will climb a mountain from the base to the summit, crunchingly feasting on rocks all the while. Upon reaching the peak, it rolls back down to the bottom."
"1429","Graveler","Be careful while hiking on mountain trails. GRAVELER may come rolling down the path without slowing."
"1430","Graveler","They descend from mountains by tumbling down steep slopes. They are so brutal, they smash aside obstructing trees and massive boulders with thunderous tackles."
"1431","Graveler","GRAVELER make their homes on sheer cliff faces by gouging out numerous horizontal holes."
"1432","Graveler","It tumbles down slopes, heedless of any body parts chipping off. It eats a ton of rocks daily."
"1433","Graveler","It rolls on mountain paths to move. Once it builds momentum, no Pokémon can stop it without difficulty."
"1434","Graveler","Graveler grows by feeding on rocks. Apparently, it prefers to eat rocks that are covered in moss. This Pokémon eats its way through a ton of rocks on a daily basis."
"1435","Graveler","Rocks are Graveler’s favorite food. This Pokémon will climb a mountain from the base to the summit, crunchingly feasting on rocks all the while. Upon reaching the peak, it rolls back down to the bottom."
"1436","Graveler","Mossy rocks are its favorite food. It can devour a ton a day while crunching loudly."
"1437","Graveler","This slow-footed Pokémon moves by curling up and rolling instead of walking. With enough momentum, its speed can exceed 60 mph."
"1438","Graveler","It climbs up cliffs as it heads toward the peak of a mountain. As soon as it reaches the summit, it rolls back down the way it came."
"1439","Graveler","It travels by rolling down cliffs. If it falls into a river, it will explode with its last gasp."
"1440","Graveler","Graveler make their homes on sheer cliff faces that have numerous holes in them."
"1441","Graveler","Dwells in holes dug into sheer walls of stone. It enjoys rolling down slopes as though it were a boulder during a rockfall, so keep an eye upward while traversing mountain roads."
"1442","Graveler","Its preferred food is dravite. After it has eaten this mineral, crystals form inside the Pokémon, rising to the surface of part of its body."
"1443","Graveler","They eat rocks and often get into a scrap over them. The shock of Graveler smashing together causes a flash of light and a booming noise."
"1444","Graveler","When two Graveler fight each other, it fills the surroundings with flashes of light and sound. People call it the “fireworks of the earth.”"
"1445","Graveler","Graveler’s entire body is tinged with electricity due to the stones it likes to eat. It’s very quick-tempered."
"1446","Graveler","When it comes rolling down a mountain path, anything in its way gets zapped by electricity and sent flying."
"1447","Golem","Its boulder-like body is extremely hard. It can easily withstand dynamite blasts without damage."
"1448","Golem","Once it sheds its skin, its body turns tender and whitish. Its hide hardens when it’s exposed to air."
"1449","Golem","It sheds its skin once a year. The discarded shell immediately hardens and crumbles away."
"1450","Golem","It is capable of blowing itself up. It uses this explosive force to jump from mountain to mountain."
"1451","Golem","Its rock-like body is so durable, even high-powered dynamite blasts fail to scratch its rugged hide."
"1452","Golem","GOLEM live up on mountains. If there is a large earthquake, these POKéMON will come rolling down off the mountains en masse to the foothills below."
"1453","Golem","GOLEM is known for rolling down from mountains. To prevent them from rolling into the homes of people downhill, grooves have been dug into the sides of mountains to serve as guideways for diverting this POKéMON’s course."
"1454","Golem","It is enclosed in a hard shell that is as rugged as slabs of rock. It sheds skin once a year to grow larger."
"1455","Golem","Its boulder-like body is extremely hard. It can easily withstand dynamite blasts without taking damage."
"1456","Golem","It is said to live in volcanic craters on mountain peaks. Once a year, it sheds its hide and grows larger. The shed hide crumbles and returns to the soil."
"1457","Golem","It sheds its hide once a year. Its boulderlike body is so tough, even dynamite can’t harm it."
"1458","Golem","It tumbles down mountains, leaving grooves from peak to base. Stay clear of these grooves."
"1459","Golem","Even dynamite can’t harm its hard, boulderlike body. It sheds its hide just once a year."
"1460","Golem","Even dynamite can’t harm its hard, boulder-like body. It sheds its hide just once a year."
"1461","Golem","Golem live up on mountains. If there is a large earthquake, these Pokémon will come rolling down off the mountains en masse to the foothills below."
"1462","Golem","Golem is known for rolling down from mountains. To prevent them from rolling into the homes of people downhill, grooves have been dug into the sides of mountains to serve as guideways for diverting this Pokémon’s course."
"1463","Golem","Its body can survive dynamite blasts without a single scratch, but it hates rain and humidity."
"1464","Golem","Once a year, this Pokémon molts, and its shed shell returns to the soil. This process creates enriched soil, so farmers collect the shells."
"1465","Golem","When Golem grow old, they stop shedding their shells. Those that have lived a long, long time have shells green with moss."
"1466","Golem","It detonates its own body. The power from that explosion can propel it up steep mountain paths with amazing speed."
"1467","Golem","It sheds its hide once a year. Its boulder-like body is so tough, even dynamite can’t harm it."
"1468","Golem","The rocklike shell is shed each year. The cast-off shell then crumbles, reverting to a mass of soil, which can be spread across fields to promote crop growth."
"1469","Golem","It fires rocks charged with electricity. Even if the rock isn’t fired that accurately, just grazing an opponent will cause numbness and fainting."
"1470","Golem","Because it can’t fire boulders at a rapid pace, it’s been known to seize nearby Geodude and fire them from its back."
"1471","Golem","It’s grumpy and stubborn. If you upset it, it discharges electricity from the surface of its body and growls with a voice like thunder."
"1472","Golem","It shoots large rocks that are charged with electricity. Tremendous electric shocks are flung out across the whole area of impact."
"1473","Golem","It uses magnetism to accelerate and fire off rocks tinged with electricity. Even if it doesn’t score a direct hit, the jolt of electricity will do the job."
"1474","Ponyta","Its hooves are 10 times harder than diamonds. It can trample anything completely flat in little time."
"1475","Ponyta","Capable of jumping incredibly high. Its hooves and sturdy legs absorb the impact of a hard landing."
"1476","Ponyta","It is a weak runner immediately after birth. It gradually becomes faster by chasing after its parents."
"1477","Ponyta","Its hind legs, which have harder-than-diamond hooves, kick back at any presence it senses behind it."
"1478","Ponyta","Training by jumping over grass that grows longer every day has made it a world-class jumper."
"1479","Ponyta","PONYTA is very weak at birth. It can barely stand up. This POKéMON becomes stronger by stumbling and falling to keep up with its parent."
"1480","Ponyta","Its body is light, and its legs are incredibly powerful. It can clear Ayers Rock in one leap."
"1481","Ponyta","Its hooves are ten times harder than diamond. It can trample anything completely flat in little time."
"1482","Ponyta","A PONYTA is very weak at birth. It can barely stand up. Its legs become stronger as it stumbles and falls while trying to keep up with its parent."
"1483","Ponyta","About an hour after birth, its fiery mane and tail grow out, giving it an impressive appearance."
"1484","Ponyta","Its legs grow strong while it chases after its parent. It runs in fields and mountains all day."
"1485","Ponyta","As a newborn, it can barely stand. However, through galloping, its legs are made tougher and faster."
"1486","Ponyta","Its hind legs, which have hooves that are harder than diamond, kick back at any presence it senses behind it."
"1487","Ponyta","Ponyta is very weak at birth. It can barely stand up. This Pokémon becomes stronger by stumbling and falling to keep up with its parent."
"1488","Ponyta","It can’t run properly when it’s newly born. As it races around with others of its kind, its legs grow stronger."
"1489","Ponyta","If you’ve been accepted by Ponyta, its burning mane is mysteriously no longer hot to the touch."
"1490","Ponyta","About an hour after birth, Ponyta’s fiery mane and tail grow out, giving the Pokémon an impressive appearance."
"1491","Ponyta","Its legs grow strong while it chases after its parents. It runs all day in fields and on mountains."
"1492","Ponyta","These Pokémon live in herds out in the grassland. Newborn foals lack their fiery manes, which will develop about an hour after birth."
"1493","Ponyta","Its small horn hides a healing power. With a few rubs from this Pokémon’s horn, any slight wound you have will be healed."
"1494","Ponyta","This Pokémon will look into your eyes and read the contents of your heart. If it finds evil there, it promptly hides away."
"1495","Rapidash","Very competitive, this POKéMON will chase anything that moves fast in the hopes of racing it."
"1496","Rapidash","Just loves to run. If it sees something faster than itself, it will give chase at top speed."
"1497","Rapidash","At full gallop, its four hooves barely touch the ground because it moves so incredibly fast."
"1498","Rapidash","With incredible acceleration, it reaches its top speed of 150 mph after running just ten steps."
"1499","Rapidash","It just loves to gallop. The faster it goes, the longer the swaying flames of its mane will become."
"1500","Rapidash","RAPIDASH usually can be seen casually cantering in the fields and plains. However, when this POKéMON turns serious, its fiery manes flare and blaze as it gallops its way up to 150 mph."
"1501","Rapidash","It can gallop at a top speed of 150 miles per hour. It can race as fast as a bullet train while ablaze."
"1502","Rapidash","It usually canters casually in the fields and plains. But once a RAPIDASH turns serious, its fiery manes flare and blaze as it gallops its way up to 150 mph."
"1503","Rapidash","It gallops at nearly 150 mph. With its mane blazing ferociously, it races as if it were an arrow."
"1504","Rapidash","It has astounding acceleration. From a standstill, it can reach top speed within 10 steps."
"1505","Rapidash","When at an all-out gallop, its blazing mane sparkles, enhancing its beautiful appearance."
"1506","Rapidash","With incredible acceleration, it reaches its top speed of 150 mph after running just 10 steps."
"1507","Rapidash","Very competitive, this Pokémon will chase anything that moves fast in the hopes of racing it."
"1508","Rapidash","Rapidash usually can be seen casually cantering in the fields and plains. However, when this Pokémon turns serious, its fiery manes flare and blaze as it gallops its way up to 150 mph."
"1509","Rapidash","This Pokémon can be seen galloping through fields at speeds of up to 150 mph, its fiery mane fluttering in the wind."
"1510","Rapidash","The fastest runner becomes the leader, and it decides the herd’s pace and direction of travel."
"1511","Rapidash","Fiery mane aglow, Rapidash darts like an arrow across the land. This prodigiously swift creature can traverse the vast region of Hisui in a day and a half."
"1512","Rapidash","Little can stand up to its psycho cut. Unleashed from this Pokémon’s horn, the move will punch a hole right through a thick metal sheet."
"1513","Rapidash","Brave and prideful, this Pokémon dashes airily through the forest, its steps aided by the psychic power stored in the fur on its fetlocks."
"1514","Slowpoke","Incredibly slow and dopey. It takes 5 seconds for it to feel pain when under attack."
"1515","Slowpoke","Incredibly slow and sluggish. It is quite content to loll about without worrying about the time."
"1516","Slowpoke","It lazes vacantly near water. If something bites its tail, it won’t even notice for a whole day."
"1517","Slowpoke","A sweet sap leaks from its tail’s tip. Although not nutritious, the tail is pleasant to chew on."
"1518","Slowpoke","It is always so absent-minded that it won’t react, even if its flavorful tail is bitten."
"1519","Slowpoke","SLOWPOKE uses its tail to catch prey by dipping it in water at the side of a river. However, this POKéMON often forgets what it’s doing and often spends entire days just loafing at water’s edge."
"1520","Slowpoke","It is always vacantly lost in thought, but no one knows what it is thinking about. It is good at fishing with its tail."
"1521","Slowpoke","Incredibly slow and dopey. It takes five seconds for it to feel pain when under attack."
"1522","Slowpoke","It catches prey by dipping its tail in water at the side of a river. But it often forgets what it is doing and spends entire days just loafing at water’s edge."
"1523","Slowpoke","Although slow, it is skilled at fishing with its tail. It does not feel pain if its tail is bitten."
"1524","Slowpoke","Slowpoke uses its tail to catch prey by dipping it in water at the side of a river. However, this Pokémon often forgets what it’s doing and often spends entire days just loafing at water’s edge."
"1525","Slowpoke","Its long tail often breaks off. It doesn’t really feel any pain, though, and the tail grows back, so Slowpoke isn’t particularly bothered."
"1526","Slowpoke","Alolan home cooking involves drying Slowpoke tails and then simmering them into a salty stew."
"1527","Slowpoke","There are some places where Slowpoke is worshiped because of a long-standing belief that whenever Slowpoke yawns, it rains."
"1528","Slowpoke","Although their tails, which fall off naturally, can easily be found lying around, they’re a precious ingredient for cooking."
"1529","Slowpoke","Slow-witted and oblivious, this Pokémon won’t feel any pain if its tail gets eaten. It won’t notice when its tail grows back, either."
"1530","Slowpoke","When this Pokémon’s tail is soaked in water, sweetness seeps from it. Slowpoke uses this trait to lure in and fish up other Pokémon."
"1531","Slowpoke","It is incredibly slow and dopey. It takes five seconds for it to feel pain when under attack."
"1532","Slowpoke","Although this Pokémon is normally zoned out, its expression abruptly sharpens on occasion. The cause for this seems to lie in Slowpoke’s diet."
"1533","Slowpoke","Because Galarian Slowpoke eat the seeds of a plant that grows only in Galar, their tails have developed a spicy flavor."
"1534","Slowbro","The SHELLDER that is latched onto SLOWPOKE’s tail is said to feed on the host’s left over scraps."
"1535","Slowbro","Lives lazily by the sea. If the SHELLDER on its tail comes off, it becomes a SLOWPOKE again."
"1536","Slowbro","If the tail-biting SHELLDER is thrown off in a harsh battle, it reverts to being an ordinary SLOWPOKE."
"1537","Slowbro","Naturally dull to begin with, it lost its ability to feel pain due to SHELLDER’s seeping poison."
"1538","Slowbro","An attached SHELLDER won’t let go because of the tasty flavor that oozes out of its tail."
"1539","Slowbro","SLOWBRO’s tail has a SHELLDER firmly attached with a bite. As a result, the tail can’t be used for fishing anymore. This causes SLOWBRO to grudgingly swim and catch prey instead."
"1540","Slowbro","When a SLOWPOKE went hunting in the sea, its tail was bitten by a SHELLDER. That made it evolve into SLOWBRO."
"1541","Slowbro","The SHELLDER that latches onto SLOWPOKE’s tail is said to feed on the host’s leftover scraps."
"1542","Slowbro","Its tail has a SHELLDER firmly attached with a bite. As a result, the tail can’t be used for fishing anymore. This forces it to reluctantly swim and catch prey."
"1543","Slowbro","Though usually dim witted, it seems to become inspired if the SHELLDER on its tail bites down."
"1544","Slowbro","Though usually dim witted, it seems to become inspired if the Shellder on its tail bites down."
"1545","Slowbro","An attached Shellder won’t let go because of the tasty flavor that oozes out of its tail."
"1546","Slowbro","When a Slowpoke went hunting in the sea, its tail was bitten by a Shellder. That made it evolve into Slowbro."
"1547","Slowbro","Slowbro’s tail has a Shellder firmly attached with a bite. As a result, the tail can’t be used for fishing anymore. This causes Slowbro to grudgingly swim and catch prey instead."
"1548","Slowbro","It spaces out while gazing at the sea. With Shellder’s poison flowing through its body, it becomes even spacier."
"1549","Slowbro","Whenever Shellder bites down hard on its tail, it gives Slowbro a flash of inspiration...which it forgets a moment later."
"1550","Slowbro","Spacing out is basically all it does. It turns back into Slowpoke if its tail, along with Shellder, breaks off."
"1551","Slowbro","Shellder, in its greed to suck out more and more sweetness from Slowbro’s tail, has metamorphosed into a spiral-shaped shell."
"1552","Slowbro","Lives lazily by the sea. If the Shellder on its tail comes off, it becomes a Slowpoke again."
"1553","Slowbro","Slowpoke became Slowbro when a Shellder bit on to its tail. Sweet flavors seeping from the tail make the Shellder feel as if its life is a dream."
"1554","Slowbro","Being bitten by a Shellder shocked this Pokémon into standing on two legs. If the Shellder lets go, it seems Slowbro will turn back into a Slowpoke."
"1555","Slowbro","Though usually dim-witted, it seems to become inspired if the Shellder on its tail bites down."
"1556","Slowbro","If the tail-biting Shellder is thrown off in a harsh battle, this Pokémon reverts to being an ordinary Slowpoke."
"1557","Slowbro","All the energy from Mega Evolution poured into the Shellder on its tail, leaving Slowpoke to be swallowed whole."
"1558","Slowbro","When bathed in the energy of Mega Evolution, Shellder converts into impregnable armor. There is virtually no change in Slowpoke."
"1559","Slowbro","Tremendous energy strengthened the power of the Shellder on its tail, but it doesn’t really affect Slowpoke."
"1560","Slowbro","Having been swallowed whole by Shellder, Slowbro now has an iron defense. It’s pretty comfortable in there, too."
"1561","Slowbro","Under the influence of Shellder’s digestive fluids, Slowpoke has awakened, gaining a great deal of power—and a little motivation to boot."
"1562","Slowbro","A Shellder bite set off a chemical reaction with the spices inside Slowbro’s body, causing Slowbro to become a Poison-type Pokémon."
"1563","Slowbro","If this Pokémon squeezes the tongue of the Shellder biting it, the Shellder will launch a toxic liquid from the tip of its shell."
"1564","Magnemite","Uses anti-gravity to stay suspended. Appears without warning and uses THUNDER WAVE and similar moves."
"1565","Magnemite","It is born with the ability to defy gravity. It floats in air on powerful electromagnetic waves."
"1566","Magnemite","It is attracted by electromagnetic waves. It may approach trainers if they are using their POKéGEAR."
"1567","Magnemite","The units at the sides of its body generate antigravity energy to keep it aloft in the air."
"1568","Magnemite","The electricity emitted by the units on each side of its body cause it to become a strong magnet."
"1569","Magnemite","MAGNEMITE attaches itself to power lines to feed on electricity. If your house has a power outage, check your circuit breakers. You may find a large number of this POKéMON clinging to the breaker box."
"1570","Magnemite","MAGNEMITE floats in the air by emitting electromagnetic waves from the units at its sides. These waves block gravity. This POKéMON becomes incapable of flight if its internal electrical supply is depleted."
"1571","Magnemite","It moves while constantly hovering. It discharges THUNDER WAVE and so on from the units at its sides."
"1572","Magnemite","Uses antigravity to stay suspended. Appears without warning and uses THUNDER WAVE and similar moves."
"1573","Magnemite","The units at its sides are extremely powerful magnets. They generate enough magnetism to draw in iron objects from over 300 feet away."
"1574","Magnemite","The units at its sides generate electromagnetic waves that keep it airborne. It feeds on electricity."
"1575","Magnemite","The faster the units at its sides rotate, the greater the magnetic force they generate."
"1576","Magnemite","It is attracted by electromagnetic waves. It may approach Trainers if they are using their Pokégear."
"1577","Magnemite","The electromagnetic waves emitted by the units at the sides of its head expel antigravity, which allows it to float."
"1578","Magnemite","It moves while constantly hovering. It discharges Thunder Wave and so on from the units at its sides."
"1579","Magnemite","Magnemite attaches itself to power lines to feed on electricity. If your house has a power outage, check your circuit breakers. You may find a large number of this Pokémon clinging to the breaker box."
"1580","Magnemite","Magnemite floats in the air by emitting electromagnetic waves from the units at its sides. These waves block gravity. This Pokémon becomes incapable of flight if its internal electrical supply is depleted."
"1581","Magnemite","They gather in places where electricity is available. They can be found clinging to the steel towers used to support power lines."
"1582","Magnemite","It sends out electromagnetic waves, which let it float through the air. Touching it while it’s eating electricity will give you a full-body shock."
"1583","Magnemite","It’s frequently the cause of power outages, which is why some power plants send out electrical signals that it can’t stand."
"1584","Magnemite","Perhaps because electrical lines are often buried these days, the number of Magnemite attacks on power plants has increased."
"1585","Magnemite","It is hatched with the ability to defy gravity. It floats while emitting powerful electromagnetic waves."
"1586","Magnemite","At times, Magnemite runs out of electricity and ends up on the ground. If you give batteries to a grounded Magnemite, it’ll start moving again."
"1587","Magnemite","It subsists on electricity. As Magnemite flies, it emits electromagnetic waves from the units on each side of its body."
"1588","Magnemite","A bizarre Pokémon with but a single eye embedded in an iron sphere. I suspect this creature levitates due to the magnetism it emits from its arms, which resemble horseshoe-shaped magnets."
"1589","Magnemite","It moves while constantly hovering. It discharges electromagnetic waves and so on from the units at its sides."
"1590","Magneton","Formed by several MAGNEMITEs linked together. They frequently appear when sunspots flare up."
"1591","Magneton","Generates strange radio signals. It raises the temperature by 3.6F degrees within 3,300 feet."
"1592","Magneton","Three MAGNEMITE are linked by a strong magnetic force. Earaches will occur if you get too close."
"1593","Magneton","The MAGNEMITE are united by a magnetism so powerful, it dries all moisture in its vicinities."
"1594","Magneton","When many MAGNETON gather together, the resulting magnetic storm disrupts radio waves."
"1595","Magneton","MAGNETON emits a powerful magnetic force that is fatal to mechanical devices. As a result, large cities sound sirens to warn citizens of large-scale outbreaks of this POKéMON."
"1596","Magneton","MAGNETON emits a powerful magnetic force that is fatal to electronics and precision instruments. Because of this, it is said that some towns warn people to keep this POKéMON inside a POKé BALL."
"1597","Magneton","A linked cluster formed of several MAGNEMITE. It discharges powerful magnetic waves at high voltage."
"1598","Magneton","Formed by several MAGNEMITE linked together. They frequently appear when sunspots flare up."
"1599","Magneton","It is actually three MAGNEMITE linked by magnetism. It generates powerful radio waves that raise temperatures by 3.6 degrees F within a 3,300-foot radius."
"1600","Magneton","It is actually three MAGNEMITE linked by magnetism. A group can set off a magnetic storm."
"1601","Magneton","Many mysteriously appear when more sunspots dot the sun. They stop TV sets from displaying properly."
"1602","Magneton","The MAGNEMITE are united by a magnetism so powerful, it dries all moisture in its vicinity."
"1603","Magneton","The stronger electromagnetic waves from the three linked Magnemite are enough to dry out surrounding moisture."
"1604","Magneton","A linked cluster formed of several Magnemite. It discharges powerful magnetic waves at high voltage."
"1605","Magneton","Generates strange radio signals. It raises the temperature by 3.6 degrees Fahrenheit within 3,300 feet."
"1606","Magneton","Magneton emits a powerful magnetic force that is fatal to mechanical devices. As a result, large cities sound sirens to warn citizens of large-scale outbreaks of this Pokémon."
"1607","Magneton","Magneton emits a powerful magnetic force that is fatal to electronics and precision instruments. Because of this, it is said that some towns warn people to keep this Pokémon inside a Poké Ball."
"1608","Magneton","When three Magnemite link together, their brains also become one. They do not become three times more intelligent."
"1609","Magneton","It has about three times the electrical power of Magnemite. For some reason, outbreaks of this Pokémon happen when lots of sunspots appear."
"1610","Magneton","Delicate equipment can malfunction in areas inhabited by Magneton, which send out mysterious electrical signals."
"1611","Magneton","When rain clouds form, many Magneton gather in high places to wait for lightning to strike."
"1612","Magneton","This Pokémon is three Magnemite that have linked together. Magneton sends out powerful radio waves to study its surroundings."
"1613","Magneton","This Pokémon is constantly putting out a powerful magnetic force. Most computers go haywire when a Magneton approaches."
"1614","Magneton","A Magneton is actually three Magnemite linked by magnetism. A group of these Pokémon can set off a magnetic storm."
"1615","Magneton","Three Magnemite gathered to evolve into this Pokémon. The source of much vexation on my part, as its powerful magnetism destroys my research equipment."
"1616","Magneton","Three Magnemite are linked by a strong magnetic force. Earaches will occur if you get too close."
"1617","Magneton","They’re formed by several Magnemite linked together. They frequently appear when sunspots flare up."
"1618","Farfetch'd","The sprig of green onions it holds is its weapon. It is used much like a metal sword."
"1619","Farfetch'd","Lives where reedy plants grow. They are rarely seen, so it’s thought their numbers are decreasing."
"1620","Farfetch'd","If anyone tries to disturb where the essential plant sticks grow, it uses its own stick to thwart them."
"1621","Farfetch'd","If it eats the plant stick it carries as emergency rations, it runs off in search of a new stick."
"1622","Farfetch'd","In order to prevent their extinction, more people have made an effort to breed these POKéMON."
"1623","Farfetch'd","FARFETCH’D is always seen with a stick from a plant of some sort. Apparently, there are good sticks and bad sticks. This POKéMON has been known to fight with others over sticks."
"1624","Farfetch'd","It always walks about with a plant stalk clamped in its beak. The stalk is used for building its nest."
"1625","Farfetch'd","The plant stalk it holds is its weapon. The stalk is used like a sword to cut all sorts of things."
"1626","Farfetch'd","It is always seen with a stick from a plant. Apparently, there are good sticks and bad sticks. This POKéMON occasionally fights with others over choice sticks."
"1627","Farfetch'd","It can’t live without the stalk it holds. That’s why it defends the stalk from attackers with its life."
"1628","Farfetch'd","If anyone tries to disturb where the essential plant stalks grow, it uses its own stalk to thwart them."
"1629","Farfetch'd","If it eats the plant stalk it carries as emergency rations, it runs off in search of a new stalk."
"1630","Farfetch'd","Farfetch’d is always seen with a stalk from a plant of some sort. Apparently, there are good stalks and bad stalks. This Pokémon has been known to fight with others over stalks."
"1631","Farfetch'd","They live where reedy plants grow. Farfetch’d are rarely seen, so it’s thought their numbers are decreasing."
"1632","Farfetch'd","The stalk this Pokémon carries in its wings serves as a sword to cut down opponents. In a dire situation, the stalk can also serve as food."
"1633","Farfetch'd","They use a plant stalk as a weapon, but not all of them use it in the same way. Several distinct styles of stalk fighting have been observed."
"1634","Farfetch'd","The Farfetch’d of the Galar region are brave warriors, and they wield thick, tough leeks in battle."
"1635","Farfetch'd","The stalks of leeks are thicker and longer in the Galar region. Farfetch’d that adapted to these stalks took on a unique form."
"1636","Doduo","A bird that makes up for its poor flying with its fast foot speed. Leaves giant footprints."
"1637","Doduo","Its short wings make flying difficult. Instead, this POKéMON runs at high speed on developed legs."
"1638","Doduo","By alternately raising and lowering its two heads, it balances itself to be more stable while running."
"1639","Doduo","It races through grassy plains with powerful strides, leaving footprints up to four inches deep."
"1640","Doduo","It lives on a grassy plain where it can see a long way. If it sees an enemy, it runs away at 60 mph."
"1641","Doduo","DODUO’s two heads never sleep at the same time. Its two heads take turns sleeping, so one head can always keep watch for enemies while the other one sleeps."
"1642","Doduo","DODUO’s two heads contain completely identical brains. A scientific study reported that on rare occasions, there will be examples of this POKéMON possessing different sets of brains."
"1643","Doduo","A two-headed POKéMON that was discovered as a sudden mutation. It runs at a pace of over 60 miles per hour."
"1644","Doduo","Even while eating or sleeping, one of the heads remains always vigilant for any sign of danger. When threatened, it flees at over 60 miles per hour."
"1645","Doduo","The brains in its two heads appear to communicate emotions to each other with a telepathic power."
"1646","Doduo","A two-headed Pokémon that was discovered as a sudden mutation. It runs at a pace of over 60 miles per hour."
"1647","Doduo","Doduo’s two heads never sleep at the same time. Its two heads take turns sleeping, so one head can always keep watch for enemies while the other one sleeps."
"1648","Doduo","Doduo’s two heads contain completely identical brains. A scientific study reported that on rare occasions, there will be examples of this Pokémon possessing different sets of brains."
"1649","Doduo","Its short wings make flying difficult. Instead, this Pokémon runs at high speed on developed legs."
"1650","Dodrio","Uses its three brains to execute complex plans. While two heads sleep, one head stays awake."
"1651","Dodrio","One of DODUO’s 2 heads splits to form a unique species. It runs close to 40 MPH in prairies."
"1652","Dodrio","It collects data and plans three times as wisely, but it may think too much and become immobilized."
"1653","Dodrio","If one of the heads gets to eat, the others will be satisfied, too, and they will stop squabbling."
"1654","Dodrio","An enemy that takes its eyes off any of the three heads--even for a second--will get pecked severely."
"1655","Dodrio","Watch out if DODRIO’s three heads are looking in three separate directions. It’s a sure sign that it is on its guard. Don’t go near this POKéMON if it’s being wary - it may decide to peck you."
"1656","Dodrio","Apparently, the heads aren’t the only parts of the body that DODRIO has three of. It has three sets of hearts and lungs as well, so it is capable of running long distances without rest."
"1657","Dodrio","An odd species that is rarely found. The three heads respectively represent joy, sadness, and anger."
"1658","Dodrio","Uses its three brains to execute complex plans. While two heads sleep, one head is said to stay awake."
"1659","Dodrio","A peculiar POKéMON species with three heads. It vigorously races across grassy plains even in arid seasons with little rainfall."
"1660","Dodrio","When DODUO evolves into this odd breed, one of its heads splits into two. It runs at nearly 40 mph."
"1661","Dodrio","It collects data and plans three times as wisely, but it may think too much and fall into a state of immobility."
"1662","Dodrio","When Doduo evolves into this odd breed, one of its heads splits into two. It runs at nearly 40 mph."
"1663","Dodrio","Watch out if Dodrio’s three heads are looking in three separate directions. It’s a sure sign that it is on its guard. Don’t go near this Pokémon if it’s being wary—it may decide to peck you."
"1664","Dodrio","Apparently, the heads aren’t the only parts of the body that Dodrio has three of. It has three sets of hearts and lungs as well, so it is capable of running long distances without rest."
"1665","Dodrio","One of Doduo’s two heads splits to form a unique species. It runs close to 40 mph in prairies."
"1666","Dodrio","When Doduo evolves into this odd breed, one of its heads splits into two. This Pokémon runs at nearly 40 mph."
"1667","Seel","The protruding horn on its head is very hard. It is used for bashing through thick ice."
"1668","Seel","Loves freezing cold conditions. Relishes swimming in a frigid climate of around 14F degrees."
"1669","Seel","Although it can’t walk well on land, it is a graceful swimmer. It especially loves being in frigid seas."
"1670","Seel","In daytime, it is often found asleep on the seabed in shallow waters. Its nostrils close while it swims."
"1671","Seel","The light blue fur that covers it keeps it protected against the cold. It loves iceberg-filled oceans."
"1672","Seel","SEEL hunts for prey in the frigid sea underneath sheets of ice. When it needs to breathe, it punches a hole through the ice with the sharply protruding section of its head."
"1673","Seel","Covered with light blue fur, its hide is thick and tough. It is active in bitter cold of minus 40 degrees Fahrenheit."
"1674","Seel","The protruding horn on its head is very hard. It is used for bashing through thick icebergs."
"1675","Seel","SEEL hunt for prey in frigid, ice-covered seas. When it needs to breathe, it punches a hole through the ice with the sharply protruding section of its head."
"1676","Seel","A Pokémon that lives on icebergs. It swims in the sea using the point on its head to break up ice."
"1677","Seel","The colder it gets, the better it feels. It joyfully swims around oceans so cold that they are filled with floating ice."
"1678","Seel","Covered with light blue fur, its hide is thick and tough. It is active in bitter cold of -40 degrees Fahrenheit."
"1679","Seel","Seel hunts for prey in the frigid sea underneath sheets of ice. When it needs to breathe, it punches a hole through the ice with the sharply protruding section of its head."
"1680","Seel","It has always been supposed that Seel live only in cold seas. Their having shown up in Alola is a mystery."
"1681","Seel","Thanks to its thick fat, cold seas don’t bother it at all, but it gets tired pretty easily in warm waters."
"1682","Seel","Loves freezing-cold conditions. Relishes swimming in a frigid climate of around 14 degrees Fahrenheit."
"1683","Seel","This Pokémon lives on icebergs. It uses the sharp point on its head to break up ice as it swims in the sea."
"1684","Dewgong","Stores thermal energy in its body. Swims at a steady 8 knots even in intensely cold waters."
"1685","Dewgong","Its entire body is a snowy-white. Unharmed by even intense cold, it swims powerfully in icy waters."
"1686","Dewgong","Its streamlined body has little drag in water. The colder the temperature, the friskier it gets."
"1687","Dewgong","It loves frigid seas with ice floes. It uses its long tail to change swimming direction quickly."
"1688","Dewgong","It sleeps under shallow ocean waters during the day, then looks for food at night when it’s cold."
